,db_path,generated_sql,gold_sql,question,isCorrect
2025,spider_data/database/gas_company/gas_company.sqlite,"SELECT company, main_industry FROM company WHERE Company_ID NOT IN (SELECT Company_ID FROM station_company)","SELECT company ,  main_industry FROM company WHERE company_id NOT IN (SELECT company_id FROM station_company)",Show company name and main industry without a gas station.,True
2026,spider_data/database/gas_company/gas_company.sqlite,"SELECT company.Main_Industry, company.Company FROM company WHERE company.Company_ID NOT IN (SELECT station_company.Company_ID FROM station_company JOIN gas_station ON station_company.Station_ID = gas_station.Station_ID)","SELECT company ,  main_industry FROM company WHERE company_id NOT IN (SELECT company_id FROM station_company)",What are the main industries of the companies without gas stations and what are the companies?,True
2027,spider_data/database/gas_company/gas_company.sqlite,"SELECT g.Manager_Name
FROM gas_station g
JOIN station_company sc ON g.Station_ID = sc.Station_ID
JOIN company c ON sc.Company_ID = c.Company_ID
WHERE c.Company = 'ExxonMobil';",SELECT T3.manager_name FROM station_company AS T1 JOIN company AS T2 ON T1.company_id  =  T2.company_id JOIN gas_station AS T3 ON T1.station_id  =  T3.station_id WHERE T2.company  =  'ExxonMobil',Show the manager name for gas stations belonging to the ExxonMobil company.,True
2028,spider_data/database/gas_company/gas_company.sqlite,"SELECT gs.Manager_Name
FROM station_company sc
JOIN company c ON sc.Company_ID = c.Company_ID
JOIN gas_station gs ON sc.Station_ID = gs.Station_ID
WHERE c.Company = 'ExxonMobil';",SELECT T3.manager_name FROM station_company AS T1 JOIN company AS T2 ON T1.company_id  =  T2.company_id JOIN gas_station AS T3 ON T1.station_id  =  T3.station_id WHERE T2.company  =  'ExxonMobil',What are the names of the managers for gas stations that are operated by the ExxonMobil company?,True
2029,spider_data/database/gas_company/gas_company.sqlite,"SELECT DISTINCT g.Location
FROM gas_station g
JOIN station_company sc ON g.Station_ID = sc.Station_ID
JOIN company c ON sc.Company_ID = c.Company_ID
WHERE c.Market_Value > 100;",SELECT T3.location FROM station_company AS T1 JOIN company AS T2 ON T1.company_id  =  T2.company_id JOIN gas_station AS T3 ON T1.station_id  =  T3.station_id WHERE T2.market_value  >  100,Show all locations where a gas station for company with market value greater than 100 is located.,True
2030,spider_data/database/gas_company/gas_company.sqlite,SELECT g.Location FROM gas_station AS g JOIN station_company AS sc ON g.Station_ID = sc.Station_ID JOIN company AS c ON sc.Company_ID = c.Company_ID WHERE c.Market_Value > 100,SELECT T3.location FROM station_company AS T1 JOIN company AS T2 ON T1.company_id  =  T2.company_id JOIN gas_station AS T3 ON T1.station_id  =  T3.station_id WHERE T2.market_value  >  100,What are the locations that have gas stations owned by a company with a market value greater than 100?,True
2031,spider_data/database/gas_company/gas_company.sqlite,"SELECT g.Manager_Name, COUNT(s.Station_ID) as Station_Count
FROM gas_station s
JOIN station_company sc ON s.Station_ID = sc.Station_ID
JOIN company c ON sc.Company_ID = c.Company_ID
WHERE s.Open_Year > 2000
GROUP BY g.Manager_Name
ORDER BY Station_Count DESC
LIMIT 1;
Execution failed on sql 'SELECT g.Manager_Name, COUNT(s.Station_ID) as Station_Count
FROM gas_station s
JOIN station_company sc ON s.Station_ID = sc.Station_ID
JOIN company c ON sc.Company_ID = c.Company_ID
WHERE s.Open_Year > 2000
GROUP BY g.Manager_Name
ORDER BY Station_Count DESC
LIMIT 1;': no such column: g.Manager_Name",SELECT manager_name FROM gas_station WHERE open_year  >  2000 GROUP BY manager_name ORDER BY count(*) DESC LIMIT 1,Show the manager name with most number of gas stations opened after 2000.,False
2032,spider_data/database/gas_company/gas_company.sqlite,SELECT T2.Manager_Name FROM station_company AS T1 JOIN gas_station AS T2 ON T1.Station_ID = T2.Station_ID WHERE T2.Open_Year > 2000 GROUP BY T2.Manager_Name ORDER BY COUNT(*) DESC LIMIT 1,SELECT manager_name FROM gas_station WHERE open_year  >  2000 GROUP BY manager_name ORDER BY count(*) DESC LIMIT 1,What is the name of the manager with the most gas stations that opened after 2000?,False
2033,spider_data/database/gas_company/gas_company.sqlite,"SELECT gas_station.Location, gas_station.Open_Year
FROM gas_station
ORDER BY gas_station.Open_Year ASC;",SELECT LOCATION FROM gas_station ORDER BY open_year,order all gas station locations by the opening year.,False
2034,spider_data/database/gas_company/gas_company.sqlite,"SELECT gs.Location
FROM company c
JOIN station_company sc ON c.Company_ID = sc.Company_ID
JOIN gas_station gs ON sc.Station_ID = gs.Station_ID
ORDER BY gs.Open_Year;",SELECT LOCATION FROM gas_station ORDER BY open_year,What are the locations of all the gas stations ordered by opening year?,False
2035,spider_data/database/gas_company/gas_company.sqlite,"SELECT 
    c.Rank,
    c.Company,
    c.Market_Value
FROM 
    company c
WHERE 
    c.Main_Industry = 'Banking'
ORDER BY 
    c.Sales_billion DESC, 
    c.Profits_billion DESC;","SELECT rank ,  company ,  market_value FROM company WHERE main_industry  =  'Banking' ORDER BY sales_billion ,  profits_billion","find the rank, company names, market values of the companies in the banking industry order by their sales and profits in billion.",True
2036,spider_data/database/gas_company/gas_company.sqlite,"SELECT 
    company.Rank,
    company.Company,
    company.Market_Value
FROM 
    company
WHERE 
    company.Main_Industry = 'Banking'
ORDER BY 
    company.Sales_billion,
    company.Profits_billion;","SELECT rank ,  company ,  market_value FROM company WHERE main_industry  =  'Banking' ORDER BY sales_billion ,  profits_billion","What is the rank, company, and market value of every comapny in the banking industry ordered by sales and profits?",True
2037,spider_data/database/gas_company/gas_company.sqlite,"SELECT 
    gs.Location, 
    gs.Representative_Name
FROM 
    gas_station gs
JOIN 
    station_company sc ON gs.Station_ID = sc.Station_ID
WHERE 
    sc.Company_ID IN (
        SELECT 
            Company_ID
        FROM 
            company
        ORDER BY 
            Assets_billion DESC
        LIMIT 3
    );","SELECT T3.location ,  T3.Representative_Name FROM station_company AS T1 JOIN company AS T2 ON T1.company_id  =  T2.company_id JOIN gas_station AS T3 ON T1.station_id  =  T3.station_id ORDER BY T2.Assets_billion DESC LIMIT 3",find the location and Representative name of the gas stations owned by the companies with top 3 Asset amounts.,False
2038,spider_data/database/gas_company/gas_company.sqlite,"SELECT g.Location, g.Representative_Name
FROM gas_station g
JOIN station_company sc ON g.Station_ID = sc.Station_ID
JOIN company c ON sc.Company_ID = c.Company_ID
ORDER BY c.Assets_billion DESC
LIMIT 3;","SELECT T3.location ,  T3.Representative_Name FROM station_company AS T1 JOIN company AS T2 ON T1.company_id  =  T2.company_id JOIN gas_station AS T3 ON T1.station_id  =  T3.station_id ORDER BY T2.Assets_billion DESC LIMIT 3",What are the locations and representatives' names of the gas stations owned by the companies with the 3 largest amounts of assets?,True
2039,spider_data/database/party_people/party_people.sqlite,SELECT COUNT(DISTINCT Region_ID) AS Number_of_Regions FROM region;,SELECT count(*) FROM region,How many regions do we have?,False
2040,spider_data/database/party_people/party_people.sqlite,SELECT COUNT(*) FROM region;,SELECT count(*) FROM region,Count the number of regions.,False
2041,spider_data/database/party_people/party_people.sqlite,SELECT DISTINCT Region_name FROM region ORDER BY Label;,SELECT DISTINCT region_name FROM region ORDER BY Label,Show all distinct region names ordered by their labels.,True
2042,spider_data/database/party_people/party_people.sqlite,SELECT DISTINCT Region_name FROM region ORDER BY Label;,SELECT DISTINCT region_name FROM region ORDER BY Label,"What are the different region names, ordered by labels?",True
2043,spider_data/database/party_people/party_people.sqlite,SELECT COUNT(*) FROM party;,SELECT count(DISTINCT party_name) FROM party,How many parties do we have?,False
2044,spider_data/database/party_people/party_people.sqlite,"SELECT COUNT(DISTINCT Party_name) AS Number_of_Parties
FROM party;",SELECT count(DISTINCT party_name) FROM party,Count the number of different parties.,False
2045,spider_data/database/party_people/party_people.sqlite,"SELECT p.Minister, p.Took_office, p.Left_office
FROM party p
ORDER BY p.Left_office;","SELECT minister ,  took_office ,  left_office FROM party ORDER BY left_office","Show the ministers and the time they took and left office, listed by the time they left office.",True
2046,spider_data/database/party_people/party_people.sqlite,"SELECT party.Minister, party.Took_office, party.Left_office 
FROM party 
ORDER BY party.Left_office;","SELECT minister ,  took_office ,  left_office FROM party ORDER BY left_office","Who are the ministers, when did they take office, and when did they leave office, ordered by when they left office?",True
2047,spider_data/database/party_people/party_people.sqlite,SELECT Minister FROM party WHERE Took_office > 1961 OR Took_office < 1959;,SELECT minister FROM party WHERE took_office  >  1961 OR took_office  <  1959,Show the minister who took office after 1961 or before 1959.,True
2048,spider_data/database/party_people/party_people.sqlite,"SELECT Minister
FROM party
WHERE Took_office > 1961 OR Took_office < 1959;",SELECT minister FROM party WHERE took_office  >  1961 OR took_office  <  1959,Who are the ministers who took office after 1961 or before 1959?,True
2049,spider_data/database/party_people/party_people.sqlite,"SELECT Minister
FROM party
WHERE Party_name != 'Progress Party';",SELECT minister FROM party WHERE party_name != 'Progress Party',Show all ministers who do not belong to Progress Party.,True
2050,spider_data/database/party_people/party_people.sqlite,SELECT Minister FROM party WHERE Party_name != 'Progress Party';,SELECT minister FROM party WHERE party_name != 'Progress Party',Which ministers are not a part of the Progress Party?,True
2051,spider_data/database/party_people/party_people.sqlite,"SELECT party.Minister, party.Party_name, party.Took_office
FROM party
ORDER BY party.Took_office DESC;","SELECT minister ,  party_name FROM party ORDER BY took_office DESC",Show all ministers and parties they belong to in descending order of the time they took office.,False
2052,spider_data/database/party_people/party_people.sqlite,"SELECT p.Minister, p.Party_name FROM party p ORDER BY p.Took_office DESC;","SELECT minister ,  party_name FROM party ORDER BY took_office DESC","Who are the ministers and what parties do they belong to, listed descending by the times they took office?",True
2053,spider_data/database/party_people/party_people.sqlite,SELECT Minister FROM party ORDER BY Left_office DESC LIMIT 1;,SELECT minister FROM party ORDER BY left_office DESC LIMIT 1,Return the minister who left office at the latest time.,True
2054,spider_data/database/party_people/party_people.sqlite,"SELECT Minister, Left_office FROM party ORDER BY Left_office DESC LIMIT 1;",SELECT minister FROM party ORDER BY left_office DESC LIMIT 1,Which minister left office the latest?,False
2055,spider_data/database/party_people/party_people.sqlite,"SELECT m.Member_Name, p.Party_name
FROM member m
JOIN party p ON m.Party_ID = p.Party_ID;","SELECT T1.member_name ,  T2.party_name FROM Member AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id",List member names and their party names.,True
2056,spider_data/database/party_people/party_people.sqlite,"SELECT m.Member_Name, p.Party_name
FROM member m
JOIN party p ON m.Party_ID = p.Party_ID;","SELECT T1.member_name ,  T2.party_name FROM Member AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id",What are the names of members and their corresponding parties?,True
2057,spider_data/database/party_people/party_people.sqlite,"SELECT p.Party_name, COUNT(m.Member_ID) AS Number_of_Members
FROM party p
LEFT JOIN member m ON p.Party_ID = m.Party_ID
GROUP BY p.Party_name;","SELECT T2.party_name ,  count(*) FROM Member AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id GROUP BY T1.party_id",Show all party names and the number of members in each party.,False
2058,spider_data/database/party_people/party_people.sqlite,"SELECT p.Party_name, COUNT(m.Member_ID) AS Number_of_Members
FROM party p
LEFT JOIN member m ON p.Party_ID = m.Party_ID
GROUP BY p.Party_ID, p.Party_name;","SELECT T2.party_name ,  count(*) FROM Member AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id GROUP BY T1.party_id",How many members are in each party?,False
2059,spider_data/database/party_people/party_people.sqlite,SELECT T2.party_name FROM member AS T1 JOIN party AS T2 ON T1.party_id = T2.party_id GROUP BY T2.party_id ORDER BY COUNT(*) DESC LIMIT 1,SELECT T2.party_name FROM Member AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id GROUP BY T1.party_id ORDER BY count(*) DESC LIMIT 1,What is the name of party with most number of members?,True
2060,spider_data/database/party_people/party_people.sqlite,"SELECT p.Party_name
FROM party p
JOIN member m ON p.Party_ID = m.Party_ID
GROUP BY p.Party_ID, p.Party_name
ORDER BY COUNT(m.Member_ID) DESC
LIMIT 1;",SELECT T2.party_name FROM Member AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id GROUP BY T1.party_id ORDER BY count(*) DESC LIMIT 1,Return the name of the party with the most members.,True
2061,spider_data/database/party_people/party_people.sqlite,"SELECT party.Party_name, region.Region_name 
FROM party 
JOIN region ON party.Region_ID = region.Region_ID;","SELECT T1.party_name ,  T2.region_name FROM party AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id",Show all party names and their region names.,True
2062,spider_data/database/party_people/party_people.sqlite,"SELECT p.Party_name, r.Region_name
FROM party p
JOIN region r ON p.Region_ID = r.Region_ID;","SELECT T1.party_name ,  T2.region_name FROM party AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id",What are the names of parties and their respective regions?,True
2063,spider_data/database/party_people/party_people.sqlite,"SELECT p.Party_name
FROM party p
LEFT JOIN member m ON p.Party_ID = m.Party_ID
WHERE m.Member_ID IS NULL;",SELECT party_name FROM party WHERE party_id NOT IN (SELECT party_id FROM Member),Show names of parties that does not have any members.,True
2064,spider_data/database/party_people/party_people.sqlite,"SELECT p.Party_name
FROM party p
LEFT JOIN member m ON p.Party_ID = m.Party_ID
WHERE m.Party_ID IS NULL;",SELECT party_name FROM party WHERE party_id NOT IN (SELECT party_id FROM Member),What are the names of parties that have no members?,True
2065,spider_data/database/party_people/party_people.sqlite,"SELECT m.Member_Name
FROM member m
JOIN party p ON m.Party_ID = p.Party_ID
WHERE (p.Party_ID = 3 OR p.Party_ID = 1)
GROUP BY m.Member_Name
HAVING COUNT(DISTINCT p.Party_ID) = 2;",SELECT member_name FROM member WHERE party_id  =  3 INTERSECT SELECT member_name FROM member WHERE party_id  =  1,Show the member names which are in both the party with id 3 and the party with id 1.,True
2066,spider_data/database/party_people/party_people.sqlite,"SELECT member_name
FROM member
WHERE party_id IN (3, 1)
GROUP BY member_name
HAVING COUNT(DISTINCT party_id) > 1;",SELECT member_name FROM member WHERE party_id  =  3 INTERSECT SELECT member_name FROM member WHERE party_id  =  1,Which member names are shared among members in the party with the id 3 and the party with the id 1?,True
2067,spider_data/database/party_people/party_people.sqlite,"SELECT Member_Name 
FROM member 
WHERE Party_ID NOT IN (
    SELECT Party_ID 
    FROM party 
    WHERE Party_name = 'Progress Party'
);","SELECT T1.member_name FROM Member AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id WHERE T2.Party_name != ""Progress Party""",Show member names that are not in the Progress Party.,True
2068,spider_data/database/party_people/party_people.sqlite,"SELECT Member_Name
FROM member
WHERE Party_ID NOT IN (
    SELECT Party_ID
    FROM party
    WHERE Party_name = 'Progress Party'
);","SELECT T1.member_name FROM Member AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id WHERE T2.Party_name != ""Progress Party""",Which member names corresponding to members who are not in the Progress Party?,True
2069,spider_data/database/party_people/party_people.sqlite,SELECT COUNT(Event_ID) AS Number_of_Party_Events FROM party_events;,SELECT count(*) FROM party_events,How many party events do we have?,False
2070,spider_data/database/party_people/party_people.sqlite,SELECT COUNT(*) AS Number_of_Party_Events FROM party_events;,SELECT count(*) FROM party_events,Count the number of party events.,False
2071,spider_data/database/party_people/party_people.sqlite,"SELECT p.Party_name, COUNT(pe.Event_ID) AS Number_of_Events
FROM party p
LEFT JOIN party_events pe ON p.Party_ID = pe.Party_ID
GROUP BY p.Party_ID, p.Party_name;","SELECT T2.party_name ,  count(*) FROM party_events AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id GROUP BY T1.party_id",Show party names and the number of events for each party.,False
2072,spider_data/database/party_people/party_people.sqlite,"SELECT p.Party_name, COUNT(pe.Event_ID) AS Event_Count
FROM party p
JOIN party_events pe ON p.Party_ID = pe.Party_ID
GROUP BY p.Party_ID;","SELECT T2.party_name ,  count(*) FROM party_events AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id GROUP BY T1.party_id",How many events are there for each party?,False
2073,spider_data/database/party_people/party_people.sqlite,"SELECT Member_Name
FROM member
WHERE Member_ID NOT IN (
    SELECT Member_in_charge_ID
    FROM party_events
);",SELECT member_name FROM member EXCEPT SELECT T1.member_name FROM member AS T1 JOIN party_events AS T2 ON T1.member_id  =  T2.member_in_charge_id,Show all member names who are not in charge of any event.,True
2074,spider_data/database/party_people/party_people.sqlite,SELECT Member_Name FROM member WHERE Member_ID NOT IN (SELECT Member_in_charge_ID FROM party_events);,SELECT member_name FROM member EXCEPT SELECT T1.member_name FROM member AS T1 JOIN party_events AS T2 ON T1.member_id  =  T2.member_in_charge_id,What are the names of members who are not in charge of any events?,True
2075,spider_data/database/party_people/party_people.sqlite,"SELECT p.Party_name
FROM party p
JOIN party_events pe ON p.Party_ID = pe.Party_ID
GROUP BY p.Party_ID, p.Party_name
HAVING COUNT(pe.Event_ID) >= 2;",SELECT T2.party_name FROM party_events AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id GROUP BY T1.party_id HAVING count(*)  >=  2,What are the names of parties with at least 2 events?,True
2076,spider_data/database/party_people/party_people.sqlite,"SELECT p.Party_name
FROM party_events pe
JOIN party p ON pe.Party_ID = p.Party_ID
GROUP BY p.Party_name
HAVING COUNT(pe.Event_ID) >= 2;",SELECT T2.party_name FROM party_events AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id GROUP BY T1.party_id HAVING count(*)  >=  2,Return the names of parties that have two or more events.,True
2077,spider_data/database/party_people/party_people.sqlite,SELECT m.Member_Name FROM member m JOIN party_events pe ON m.Member_ID = pe.Member_in_charge_ID GROUP BY m.Member_ID ORDER BY COUNT(pe.Event_ID) DESC LIMIT 1;,SELECT T1.member_name FROM member AS T1 JOIN party_events AS T2 ON T1.member_id  =  T2.member_in_charge_id GROUP BY T2.member_in_charge_id ORDER BY count(*) DESC LIMIT 1,What is the name of member in charge of greatest number of events?,True
2078,spider_data/database/party_people/party_people.sqlite,"SELECT m.Member_Name
FROM member m
JOIN party_events pe ON m.Member_ID = pe.Member_in_charge_ID
GROUP BY m.Member_ID
ORDER BY COUNT(pe.Event_ID) DESC
LIMIT 1;",SELECT T1.member_name FROM member AS T1 JOIN party_events AS T2 ON T1.member_id  =  T2.member_in_charge_id GROUP BY T2.member_in_charge_id ORDER BY count(*) DESC LIMIT 1,Return the name of the member who is in charge of the most events.,True
2079,spider_data/database/party_people/party_people.sqlite,"SELECT Event_Name 
FROM party_events 
GROUP BY Event_Name 
HAVING COUNT(*) > 2;",SELECT event_name FROM party_events GROUP BY event_name HAVING count(*)  >  2,find the event names that have more than 2 records.,True
2080,spider_data/database/party_people/party_people.sqlite,SELECT Event_Name FROM party_events WHERE Event_ID IN (SELECT Event_ID FROM party_events GROUP BY Event_ID HAVING COUNT(*) > 2),SELECT event_name FROM party_events GROUP BY event_name HAVING count(*)  >  2,Which event names were used more than twice for party events?,False
2081,spider_data/database/party_people/party_people.sqlite,"SELECT COUNT(*) 
FROM region r
JOIN party_events pe ON r.Region_ID = pe.Party_ID
WHERE r.Region_name = 'United Kingdom' AND pe.Event_Name = 'Annual Meeting';","SELECT count(*) FROM region AS t1 JOIN party AS t2 ON t1.region_id  =  t2.region_id JOIN party_events AS t3 ON t2.party_id  =  t3.party_id WHERE t1.region_name  =  ""United Kingdom"" AND t3.Event_Name  =  ""Annaual Meeting""",How many Annual Meeting events happened in the United Kingdom region?,False
2082,spider_data/database/party_people/party_people.sqlite,"SELECT COUNT(*) 
FROM party_events 
JOIN region ON party_events.Party_ID = region.Region_ID 
WHERE region.Region_name = 'United Kingdom' AND party_events.Event_Name = 'Annual Meeting';","SELECT count(*) FROM region AS t1 JOIN party AS t2 ON t1.region_id  =  t2.region_id JOIN party_events AS t3 ON t2.party_id  =  t3.party_id WHERE t1.region_name  =  ""United Kingdom"" AND t3.Event_Name  =  ""Annaual Meeting""",Count the number of Annual Meeting events that took place in the region of the United Kingdom.,False
2083,spider_data/database/pilot_record/pilot_record.sqlite,SELECT COUNT(*) FROM pilot;,SELECT count(*) FROM pilot,How many pilots are there?,False
2084,spider_data/database/pilot_record/pilot_record.sqlite,SELECT Pilot_name FROM pilot ORDER BY Rank ASC;,SELECT Pilot_name FROM pilot ORDER BY Rank ASC,List the names of pilots in ascending order of rank.,True
2085,spider_data/database/pilot_record/pilot_record.sqlite,"SELECT p.Position, p.Team FROM pilot p;","SELECT POSITION ,  Team FROM pilot",What are the positions and teams of pilots?,True
2086,spider_data/database/pilot_record/pilot_record.sqlite,SELECT DISTINCT Position FROM pilot WHERE Age > 30;,SELECT DISTINCT POSITION FROM pilot WHERE Age  >  30,List the distinct positions of pilots older than 30.,True
2087,spider_data/database/pilot_record/pilot_record.sqlite,"SELECT Pilot_name
FROM pilot
WHERE Team IN ('Bradley', 'Fordham');","SELECT Pilot_name FROM pilot WHERE Team  =  ""Bradley"" OR Team  =  ""Fordham""","Show the names of pilots from team ""Bradley"" or ""Fordham"".",True
2088,spider_data/database/pilot_record/pilot_record.sqlite,"SELECT p.Join_Year
FROM pilot_record pr
JOIN aircraft a ON pr.Aircraft_ID = a.Aircraft_ID
JOIN pilot p ON pr.Pilot_ID = p.Pilot_ID
ORDER BY p.Rank DESC
LIMIT 1;",SELECT Join_Year FROM pilot ORDER BY Rank ASC LIMIT 1,What is the joined year of the pilot of the highest rank?,False
2089,spider_data/database/pilot_record/pilot_record.sqlite,"SELECT Nationality, COUNT(*) AS Number_of_Pilots
FROM pilot
GROUP BY Nationality;","SELECT Nationality ,  COUNT(*) FROM pilot GROUP BY Nationality",What are the different nationalities of pilots? Show each nationality and the number of pilots of each nationality.,False
2090,spider_data/database/pilot_record/pilot_record.sqlite,"To find the most common nationality of pilots, you can use the following SQL query:


SELECT Nationality 
FROM pilot 
GROUP BY Nationality 
ORDER BY COUNT(*) DESC 
LIMIT 1;


This query groups the pilots by their nationality, counts the number of pilots in each nationality group, orders the results in descending order based on the count, and limits the output to the top result, which will be the most common nationality.
Execution failed on sql 'To find the most common nationality of pilots, you can use the following SQL query:


SELECT Nationality 
FROM pilot 
GROUP BY Nationality 
ORDER BY COUNT(*) DESC 
LIMIT 1;


This query groups the pilots by their nationality, counts the number of pilots in each nationality group, orders the results in descending order based on the count, and limits the output to the top result, which will be the most common nationality.': near ""To"": syntax error",SELECT Nationality FROM pilot GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,Show the most common nationality of pilots.,False
2091,spider_data/database/pilot_record/pilot_record.sqlite,"SELECT DISTINCT Position
FROM pilot
WHERE Join_Year > 2005

INTERSECT

SELECT DISTINCT Position
FROM pilot
WHERE Join_Year < 2000;",SELECT POSITION FROM pilot WHERE Join_Year	 <  2000 INTERSECT SELECT POSITION FROM pilot WHERE Join_Year	 >  2005,Show the pilot positions that have both pilots joining after year 2005 and pilots joining before 2000.,True
2092,spider_data/database/pilot_record/pilot_record.sqlite,"SELECT p.Pilot_name, a.Model
FROM pilot_record pr
JOIN pilot p ON pr.Pilot_ID = p.Pilot_ID
JOIN aircraft a ON pr.Aircraft_ID = a.Aircraft_ID;","SELECT T3.Pilot_name ,  T2.Model FROM pilot_record AS T1 JOIN aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN pilot AS T3 ON T1.Pilot_ID  =  T3.Pilot_ID",Show the names of pilots and models of aircrafts they have flied with.,True
2093,spider_data/database/pilot_record/pilot_record.sqlite,"SELECT p.Pilot_name, a.Fleet_Series FROM pilot_record pr JOIN pilot p ON pr.Pilot_ID = p.Pilot_ID JOIN aircraft a ON pr.Aircraft_ID = a.Aircraft_ID ORDER BY p.Rank ASC;","SELECT T3.Pilot_name ,  T2.Fleet_Series FROM pilot_record AS T1 JOIN aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN pilot AS T3 ON T1.Pilot_ID  =  T3.Pilot_ID ORDER BY T3.Rank",Show the names of pilots and fleet series of the aircrafts they have flied with in ascending order of the rank of the pilot.,True
2094,spider_data/database/pilot_record/pilot_record.sqlite,"SELECT DISTINCT aircraft.Fleet_Series
FROM aircraft
JOIN pilot_record ON aircraft.Aircraft_ID = pilot_record.Aircraft_ID
JOIN pilot ON pilot_record.Pilot_ID = pilot.Pilot_ID
WHERE pilot.Age < 34;",SELECT T2.Fleet_Series FROM pilot_record AS T1 JOIN aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN pilot AS T3 ON T1.Pilot_ID  =  T3.Pilot_ID WHERE T3.Age  <  34,Show the fleet series of the aircrafts flied by pilots younger than 34,True
2095,spider_data/database/pilot_record/pilot_record.sqlite,"SELECT p.Pilot_name, COUNT(pr.Record_ID) AS Record_Count
FROM pilot p
JOIN pilot_record pr ON p.Pilot_ID = pr.Pilot_ID
GROUP BY p.Pilot_ID, p.Pilot_name;","SELECT T2.Pilot_name ,  COUNT(*) FROM pilot_record AS T1 JOIN pilot AS T2 ON T1.pilot_ID  =  T2.pilot_ID GROUP BY T2.Pilot_name",Show the names of pilots and the number of records they have.,False
2096,spider_data/database/pilot_record/pilot_record.sqlite,"SELECT p.Pilot_name 
FROM pilot_record pr 
JOIN pilot p ON pr.Pilot_ID = p.Pilot_ID 
GROUP BY p.Pilot_name 
HAVING COUNT(pr.Record_ID) > 1;","SELECT T2.Pilot_name ,  COUNT(*) FROM pilot_record AS T1 JOIN pilot AS T2 ON T1.pilot_ID  =  T2.pilot_ID GROUP BY T2.Pilot_name HAVING COUNT(*)  >  1",Show names of pilots that have more than one record.,False
2097,spider_data/database/pilot_record/pilot_record.sqlite,"SELECT p.Pilot_name
FROM pilot p
LEFT JOIN pilot_record pr ON p.Pilot_ID = pr.Pilot_ID
WHERE pr.Record_ID IS NULL;",SELECT Pilot_name FROM pilot WHERE Pilot_ID NOT IN (SELECT Pilot_ID FROM pilot_record),List the names of pilots that do not have any record.,True
2098,spider_data/database/cre_Doc_Control_Systems/cre_Doc_Control_Systems.sqlite,"SELECT document_status_code, document_status_description 
FROM Ref_Document_Status;",SELECT document_status_code FROM Ref_Document_Status;,What document status codes do we have?,False
2099,spider_data/database/cre_Doc_Control_Systems/cre_Doc_Control_Systems.sqlite,"SELECT document_status_description
FROM Ref_Document_Status
WHERE document_status_code = 'working';","SELECT document_status_description FROM Ref_Document_Status WHERE document_status_code = ""working"";",What is the description of document status code 'working'?,True
2100,spider_data/database/cre_Doc_Control_Systems/cre_Doc_Control_Systems.sqlite,SELECT document_type_code FROM Ref_Document_Types;,SELECT document_type_code FROM Ref_Document_Types;,What document type codes do we have?,True
2101,spider_data/database/cre_Doc_Control_Systems/cre_Doc_Control_Systems.sqlite,"SELECT document_type_description 
FROM Ref_Document_Types 
WHERE document_type_code = 'Paper';","SELECT document_type_description FROM Ref_Document_Types WHERE document_type_code = ""Paper"";",What is the description of document type 'Paper'?,True
2102,spider_data/database/cre_Doc_Control_Systems/cre_Doc_Control_Systems.sqlite,SELECT Ref_Shipping_Agents.shipping_agent_name FROM Ref_Shipping_Agents;,SELECT shipping_agent_name FROM Ref_Shipping_Agents;,What are the shipping agent names?,True
2103,spider_data/database/cre_Doc_Control_Systems/cre_Doc_Control_Systems.sqlite,"SELECT shipping_agent_code
FROM Ref_Shipping_Agents
WHERE shipping_agent_name = 'UPS';","SELECT shipping_agent_code FROM Ref_Shipping_Agents WHERE shipping_agent_name = ""UPS"";",What is the shipping agent code of shipping agent UPS?,True
2104,spider_data/database/cre_Doc_Control_Systems/cre_Doc_Control_Systems.sqlite,SELECT role_code FROM Roles;,SELECT role_code FROM ROLES;,What are all role codes?,True
2105,spider_data/database/cre_Doc_Control_Systems/cre_Doc_Control_Systems.sqlite,SELECT role_description FROM Roles WHERE role_code = 'ED';,"SELECT role_description FROM ROLES WHERE role_code = ""ED"";",What is the description of role code ED?,True
2106,spider_data/database/cre_Doc_Control_Systems/cre_Doc_Control_Systems.sqlite,SELECT COUNT(employee_id) AS total_employees FROM Employees;,SELECT count(*) FROM Employees;,How many employees do we have?,False
