Unnamed: 0,db_path,generated_sql,gold_sql,question,isCorrect,response
438,spider_data/test_database/vehicle_rent/vehicle_rent.sqlite,"SELECT TYPE_OF_POWERTRAIN,  avg(COMBINED_FUEL_ECONOMY_RATE),  avg(HIGHWAY_FUEL_ECONOMY_RATE) FROM VEHICLES","SELECT avg(City_fuel_economy_rate) ,  avg(Highway_fuel_economy_rate) , Type_of_powertrain FROM vehicles GROUP BY Type_of_powertrain","What are the average city fuel economy rate, average highway fuel economy rate for different types of powertrains?",False,"SELECT TYPE_OF_POWERTRAIN,  avg(COMBINED_FUEL_ECONOMY_RATE),  avg(HIGHWAY_FUEL_ECONOMY_RATE) FROM VEHICLES"
439,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT avg(amount_of_loan) FROM Student_loans,SELECT avg(amount_of_loan) FROM Student_Loans,What is the average amount of a student loan?,True,SELECT avg(amount_of_loan) FROM Student_loans
440,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT avg(amount_of_loan) FROM Student_Loans,SELECT avg(amount_of_loan) FROM Student_Loans,Compute the average amount of student loans.,True,SELECT avg(amount_of_loan) FROM Student_Loans
441,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.student_details,  T2.student_id  FROM Students AS T1  JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id  JOIN Classes AS T3 ON T1.student_id  =  T3.student_id  WHERE T3.class_details  =  ""math 100""","SELECT T1.bio_data ,  T1.student_id FROM Students AS T1 JOIN Classes AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  >=  2 UNION SELECT T1.bio_data ,  T1.student_id FROM Students AS T1 JOIN Detention AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  <  2",List the biographical data and student id for the students who take 2 or more classes and the students who have less than 2 detentions.,False,"SELECT T1.student_details,  T2.student_id FROM Students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id JOIN Classes AS T3 ON T1.student_id  =  T3.student_id WHERE T3.class_details  =  ""math 100"" INTERSECT SELECT T1.student_details,  T2.student_id FROM Students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id JOIN Classes AS T3 ON T1.student_id  =  T3.student_id WHERE T3.class_details  =  ""math 100"" INTERSECT SELECT T1.student_details,  T2.student_id FROM Students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id JOIN Classes AS T3 ON T1.student_id  =  T3.student_id WHERE T3.class_details  =  ""math 100"""
442,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T2.student_details,  T1.student_id FROM students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  >=  2 OR count(*)  <  2","SELECT T1.bio_data ,  T1.student_id FROM Students AS T1 JOIN Classes AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  >=  2 UNION SELECT T1.bio_data ,  T1.student_id FROM Students AS T1 JOIN Detention AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  <  2",What are the biographical data and student id of the students who either took two or more classes and or have less than two detentions?,False,"SELECT T2.student_details,  T1.student_id FROM students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id JOIN Students_Loans AS T3 ON T1.student_id  =  T3.student_id GROUP BY T1.student_id HAVING count(*)  >=  2 OR count(*)  <  2"
443,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id WHERE T1.teacher_details LIKE '%data%' EXCEPT SELECT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id WHERE T2.class_details LIKE '%net%',SELECT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id WHERE T2.class_details LIKE '%data%' EXCEPT SELECT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id WHERE T2.class_details LIKE 'net%',List the details of the teachers who teach some class whose detail has the substring 'data' but do not teach a class whose detail contains the prefix 'net',False,SELECT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id WHERE T1.teacher_details LIKE '%data%' EXCEPT SELECT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id WHERE T2.class_details LIKE '%net%'
444,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT DISTINCT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id = T2.teacher_id WHERE T2.class_details LIKE '%data%' EXCEPT SELECT DISTINCT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id = T2.teacher_id WHERE T2.class_details LIKE '%net%',SELECT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id WHERE T2.class_details LIKE '%data%' EXCEPT SELECT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id WHERE T2.class_details LIKE 'net%',Which teachers teach a class that has the substring 'data' in its detail but do not teach a class that has prefix 'net' in its detail? Give me the teacher details.,True,SELECT DISTINCT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id = T2.teacher_id WHERE T2.class_details LIKE '%data%' EXCEPT SELECT DISTINCT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id = T2.teacher_id WHERE T2.class_details LIKE '%net%'
445,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT bio_data FROM Students WHERE student_id NOT IN (SELECT student_id FROM Detention),select bio_data from students where student_id not in (select t1.student_id from students as t1 join detention as t2 on t1.student_id  =  t2.student_id union select t1.student_id from students as t1 join student_loans as t2 on t1.student_id  =  t2.student_id),List the biographical data of the students who never had a detention or student loan .,False,SELECT bio_data FROM Students WHERE student_id NOT IN (SELECT student_id FROM Detention)
446,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT DISTINCT T1.student_details FROM students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id WHERE T2.student_address_id NOT IN (SELECT T3.student_address_id FROM Students_Addresses AS T3 JOIN Detention AS T4 ON T3.student_address_id  =  T4.detention_id),select bio_data from students where student_id not in (select t1.student_id from students as t1 join detention as t2 on t1.student_id  =  t2.student_id union select t1.student_id from students as t1 join student_loans as t2 on t1.student_id  =  t2.student_id),Which students never had a detention or student loan ? Find their biographical data .,False,SELECT DISTINCT T1.student_details FROM students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id WHERE T2.student_address_id NOT IN (SELECT T3.student_address_id FROM Students_Addresses AS T3 JOIN Detention AS T4 ON T3.student_address_id  =  T4.detention_id)
447,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.amount_of_loan,  T1.date_of_loan FROM Student_loans AS T1 JOIN Students AS T2 ON T1.student_id  =  T2.student_id WHERE T2.achievement_type_code  =  ""Scholastic""","SELECT amount_of_loan ,  date_of_loan FROM Student_Loans WHERE student_id IN ( SELECT student_id FROM Achievements GROUP BY student_id HAVING count(*)  >=  2 )",What are the loan amounts and loan dates of the students who have at least 2 achievements?,False,"SELECT T1.amount_of_loan,  T1.date_of_loan FROM Student_loans AS T1 JOIN Students AS T2 ON T1.student_id  =  T2.student_id WHERE T2.achievement_type_code  =  ""Scholastic"""
448,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.amount_of_loan,  T1.date_of_loan FROM student_loans AS T1 JOIN students AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  >=  2","SELECT amount_of_loan ,  date_of_loan FROM Student_Loans WHERE student_id IN ( SELECT student_id FROM Achievements GROUP BY student_id HAVING count(*)  >=  2 )",List the amount and date of loan for the students who have two or more achievements.,False,"SELECT T1.amount_of_loan,  T1.date_of_loan FROM student_loans AS T1 JOIN students AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  >=  2"
449,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.teacher_details,  T1.teacher_id FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id GROUP BY T1.teacher_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.teacher_details ,  T1.teacher_id FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id GROUP BY T1.teacher_id ORDER BY count(*) DESC LIMIT 1",List the detail and id of the teacher who teaches the most courses.,True,"SELECT T1.teacher_details,  T1.teacher_id FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id GROUP BY T1.teacher_id ORDER BY count(*) DESC LIMIT 1"
450,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.teacher_id,  T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id GROUP BY T1.teacher_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.teacher_details ,  T1.teacher_id FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id GROUP BY T1.teacher_id ORDER BY count(*) DESC LIMIT 1",What are the detail and id of the teacher who teaches the largest number of courses?,False,"SELECT T1.teacher_id,  T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id GROUP BY T1.teacher_id ORDER BY count(*) DESC LIMIT 1"
451,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT DISTINCT detention_summary FROM Detention,SELECT distinct(T1.detention_type_description) FROM Ref_Detention_Type AS T1 JOIN Detention AS T2 ON T1.detention_type_code  =  T2.detention_type_code,What are the distinct descriptions of all the detentions which have ever happened?,False,SELECT DISTINCT detention_summary FROM Detention
452,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT DISTINCT detention_details FROM Detention,SELECT distinct(T1.detention_type_description) FROM Ref_Detention_Type AS T1 JOIN Detention AS T2 ON T1.detention_type_code  =  T2.detention_type_code,Return the distinct descriptions of all the detentions that have happened.,False,SELECT DISTINCT detention_details FROM Detention
453,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT student_details,  address_type_description FROM Students","SELECT DISTINCT T1.student_details ,  T3.address_type_description FROM Students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id JOIN Ref_Address_Types AS T3 ON T2.address_type_code  =  T3.address_type_code",List the personal details and the address type descriptions of all the students.,False,"SELECT student_details,  address_type_description FROM Students"
454,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT Students_addresses.address_type_description,"SELECT DISTINCT T1.student_details ,  T3.address_type_description FROM Students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id JOIN Ref_Address_Types AS T3 ON T2.address_type_code  =  T3.address_type_code",What are the personal details and the address type descriptions of each student?,False,"SELECT student_details,  address_type_description FROM Students_addresses"
455,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.student_details,  T1.address,  T2.bio_data FROM Students AS T1  JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id","SELECT T1.address_details ,  T3.bio_data FROM Addresses AS T1 JOIN Students_Addresses AS T2 ON T1.address_id  =  T2.address_id JOIN Students AS T3 ON T2.student_id  =  T3.student_id",List the the address details and the biographical information of the students.,False,"SELECT T1.student_details,  T1.address_details,  T2.bio_data FROM Students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id"
456,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT student_details, address_details FROM Students","SELECT T1.address_details ,  T3.bio_data FROM Addresses AS T1 JOIN Students_Addresses AS T2 ON T1.address_id  =  T2.address_id JOIN Students AS T3 ON T2.student_id  =  T3.student_id",What are the address details and biographical information of each student?,False,"SELECT student_details,  address_details FROM Students"
457,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT bio_data,  date_of_transcript FROM Students","SELECT T1.bio_data ,  T2.date_of_transcript FROM Students AS T1 JOIN Transcripts AS T2 ON T1.student_id  =  T2.student_id",List the biographical data and the date of the transcript of all the students.,False,"SELECT bio_data,  date_of_transcript FROM Students"
458,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT student_details,  date_of_transcript FROM Students","SELECT T1.bio_data ,  T2.date_of_transcript FROM Students AS T1 JOIN Transcripts AS T2 ON T1.student_id  =  T2.student_id",What are the biographical data and the date of transcript issuance of each student?,False,"SELECT student_details,  date_of_transcript FROM Students"
459,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.behaviour_monitoring_details,  T1.behaviour_monitoring_id  FROM behaviour_monitoring AS T1  JOIN students AS T2  ON T1.student_id  =  T2.student_id  GROUP BY T1.behaviour_monitoring_details","SELECT count(DISTINCT student_id) ,  behaviour_monitoring_details FROM Behaviour_Monitoring GROUP BY behaviour_monitoring_details ORDER BY count(*) DESC LIMIT 1",How many students got the most common result in the behavioral monitoring details? Also list the result details.,False,"SELECT T1.behaviour_monitoring_details,  T1.behaviour_monitoring_id FROM behaviour_monitoring AS T1 JOIN students AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.behaviour_monitoring_details"
460,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT Ref_Achievement_Type.achievement_type_code,  count(*),  achievement_details  FROM Ref_Achievement_Type  JOIN achievements  ON Ref_Achievement_Type.achievement_type_code = Achievements.achievement_type_code  GROUP BY achievement_type_code","SELECT count(DISTINCT student_id) ,  behaviour_monitoring_details FROM Behaviour_Monitoring GROUP BY behaviour_monitoring_details ORDER BY count(*) DESC LIMIT 1",Find the most common result in the behavioral monitoring details. What are the count and the details of this result?,False,"SELECT achievement_type_code,  count(*),  achievement_details FROM Ref_Achievement_Type JOIN achievements ON Ref_Achievement_Type.achievement_type_code = Achievements.achievement_type_code GROUP BY achievement_type_code"
461,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.student_details,  T2.student_id FROM students AS T1 JOIN behaviour_monitoring AS T2 ON T1.student_id  =  T2.student_id WHERE T2.behaviour_monitoring_details  =  ""A"" GROUP BY T2.student_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.bio_data ,  T1.student_details FROM Students AS T1 JOIN Behaviour_Monitoring AS T2 ON T1.student_id  =  T2.student_id WHERE T2.behaviour_monitoring_details IN ( SELECT behaviour_monitoring_details FROM Behaviour_Monitoring GROUP BY behaviour_monitoring_details ORDER BY count(*) DESC LIMIT 1 ) INTERSECT SELECT T1.bio_data ,  T1.student_details FROM Students AS T1 JOIN Behaviour_Monitoring AS T2 ON T1.student_id  =  T2.student_id WHERE T2.behaviour_monitoring_details IN ( SELECT behaviour_monitoring_details FROM Behaviour_Monitoring GROUP BY behaviour_monitoring_details HAVING count(*)  =  3 )",Which students not only got the most common result but also got a result obtained by 3 students in behaviour monitoring? List the student's biographical data and details.,False,"SELECT T1.student_details,  T2.student_id FROM students AS T1 JOIN behaviour_monitoring AS T2 ON T1.student_id  =  T2.student_id WHERE T2.behaviour_monitoring_details  =  ""A"" GROUP BY T2.student_id ORDER BY count(*) DESC LIMIT 1"
462,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT      T1.student_details,      T1.bio_data  FROM      Students AS T1  JOIN      Students_Loans AS T4 ON T1.student_id  =  T4.student_id  WHERE      T4.student_loan_id  =       (SELECT          min(student_loan_id)      FROM          Students_Loans      WHERE          student_id  =           (SELECT              student_id          FROM              Students          WHERE              student_details  =               (SELECT                  student_details              FROM                  Students              WHERE                  student_id  =                   (SELECT                      student_id                  FROM                      Behaviour_Monitoring                  WHERE                      behaviour_monitoring_details  =  ""A"")              LIMIT              1))","SELECT T1.bio_data ,  T1.student_details FROM Students AS T1 JOIN Behaviour_Monitoring AS T2 ON T1.student_id  =  T2.student_id WHERE T2.behaviour_monitoring_details IN ( SELECT behaviour_monitoring_details FROM Behaviour_Monitoring GROUP BY behaviour_monitoring_details ORDER BY count(*) DESC LIMIT 1 ) INTERSECT SELECT T1.bio_data ,  T1.student_details FROM Students AS T1 JOIN Behaviour_Monitoring AS T2 ON T1.student_id  =  T2.student_id WHERE T2.behaviour_monitoring_details IN ( SELECT behaviour_monitoring_details FROM Behaviour_Monitoring GROUP BY behaviour_monitoring_details HAVING count(*)  =  3 )",Find the biographical data and details of students who got not only the most common result but also a result that is obtained by 3 students in behaviour monitoring.,False,"SELECT T1.student_details,  T1.bio_data FROM Students AS T1 JOIN Student_Addresses AS T2 ON T1.student_id  =  T2.student_id JOIN Addresses AS T3 ON T2.address_id  =  T3.address_id JOIN Students_Loans AS T4 ON T1.student_id  =  T4.student_id WHERE T4.student_loan_id  =  (SELECT min(student_loan_id) FROM Students_Loans WHERE student_id  =  (SELECT student_id FROM Students WHERE student_details  =  (SELECT student_details FROM Students WHERE student_id  =  (SELECT student_id FROM Behaviour_Monitoring WHERE behaviour_monitoring_details  =  ""A"") LIMIT 1)))"
463,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT T2.student_details FROM behaviour_monitoring AS T1 JOIN Students AS T2 ON T1.student_id  =  T2.student_id GROUP BY T2.student_id ORDER BY count(*) DESC LIMIT 1,SELECT T1.bio_data FROM Students AS T1 JOIN Behaviour_Monitoring AS T2 ON T1.student_id  =  T2.student_id WHERE T2.behaviour_monitoring_details IN ( SELECT behaviour_monitoring_details FROM Behaviour_Monitoring GROUP BY behaviour_monitoring_details ORDER BY count(*) DESC LIMIT 1 ) EXCEPT SELECT T1.bio_data FROM Students AS T1 JOIN Behaviour_Monitoring AS T2 ON T1.student_id  =  T2.student_id WHERE T2.behaviour_monitoring_details NOT IN ( SELECT behaviour_monitoring_details FROM Behaviour_Monitoring GROUP BY behaviour_monitoring_details ORDER BY count(*) DESC LIMIT 1 ),Which students only got the most common result for his or her all behaviour monitoring details? List the students' biographical information.,False,SELECT T2.student_details FROM behaviour_monitoring AS T1 JOIN Students AS T2 ON T1.student_id  =  T2.student_id GROUP BY T2.student_id ORDER BY count(*) DESC LIMIT 1
464,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT T1.student_details FROM students AS T1 JOIN behaviour_monitoring AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,select t1.bio_data from students as t1 join behaviour_monitoring as t2 on t1.student_id  =  t2.student_id where t2.behaviour_monitoring_details in ( select behaviour_monitoring_details from behaviour_monitoring group by behaviour_monitoring_details order by count(*) desc limit 1 ) except select t1.bio_data from students as t1 join behaviour_monitoring as t2 on t1.student_id  =  t2.student_id where t2.behaviour_monitoring_details not in ( select behaviour_monitoring_details from behaviour_monitoring group by behaviour_monitoring_details order by count(*) desc limit 1 ),What is the biographical information of the students who got the most common result for their behaviour monitoring details ?,False,SELECT T1.student_details FROM students AS T1 JOIN behaviour_monitoring AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1
465,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.student_details,  T2.date_of_transcript FROM Students AS T1 JOIN Transcripts AS T2 ON T1.student_id  =  T2.student_id","SELECT T1.bio_data ,  T2.event_date FROM Students AS T1 JOIN Student_Events AS T2 ON T1.student_id  =  T2.student_id",Which students have gone through any event? List the students' biographical data and event date.,False,"SELECT T1.student_details,  T2.date_of_transcript FROM Students AS T1 JOIN Transcripts AS T2 ON T1.student_id  =  T2.student_id"
466,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.student_details, T2.date_of_transcript FROM STUDENTS AS T1 JOIN Student_Events AS T2 ON T1.student_id  =  T2.student_id","SELECT T1.bio_data ,  T2.event_date FROM Students AS T1 JOIN Student_Events AS T2 ON T1.student_id  =  T2.student_id",Find the biographical data and event date for students who participated in any events.,False,"SELECT T1.student_details,  T1.date_of_transcript FROM STUDENTS AS T1 JOIN Student_Events AS T2 ON T1.student_id  =  T2.student_id"
467,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT count(*),  T2.event_type_description,  T2.event_type_description FROM Students AS T1 JOIN Student_Events AS T2 ON T1.student_id  =  T2.student_id GROUP BY T2.event_type_code","SELECT count(*) ,  T2.event_type_code ,  T3.event_type_description FROM Students AS T1 JOIN Student_Events AS T2 ON T1.student_id  =  T2.student_id JOIN Ref_Event_Types AS T3 ON T2.event_type_code  =  T3.event_type_code GROUP BY T2.event_type_code ORDER BY count(*) DESC LIMIT 1","How many students have joined in the most common type of event? List the number, the event type and description.",False,"SELECT count(*),  T2.event_type_description,  T2.event_type_description FROM Students AS T1 JOIN Student_Events AS T2 ON T1.student_id  =  T2.student_id GROUP BY T2.event_type_code"
468,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.student_id,  T1.Detention_type_code,  T1.Detention_type_description FROM Detention AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1","SELECT count(*) ,  T2.event_type_code ,  T3.event_type_description FROM Students AS T1 JOIN Student_Events AS T2 ON T1.student_id  =  T2.student_id JOIN Ref_Event_Types AS T3 ON T2.event_type_code  =  T3.event_type_code GROUP BY T2.event_type_code ORDER BY count(*) DESC LIMIT 1","What is the type of event the most students joined? Give me the number of students, and the event type code and description.",False,"SELECT T1.student_id,  T1 Detention_type_code,  T1 Detention_type_description FROM Detention AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1"
469,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT achievement_details,  achievement_type_description FROM Ref_Achievement_Type","SELECT T1.achievement_details ,  T2.achievement_type_description FROM Achievements AS T1 JOIN Ref_Achievement_Type AS T2 ON T1.achievement_type_code  =  T2.achievement_type_code",How are all the achievements described? List the achievement detail and the type description.,False,"SELECT achievement_details,  achievement_type_description FROM Ref_Achievement_Type"
470,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT achievement_details,  achievement_type_description FROM Ref_Achievement_Type","SELECT T1.achievement_details ,  T2.achievement_type_description FROM Achievements AS T1 JOIN Ref_Achievement_Type AS T2 ON T1.achievement_type_code  =  T2.achievement_type_code",What are the achievement detail and the type description of each achievements?,False,"SELECT achievement_details,  achievement_type_description FROM Ref_Achievement_Type"
471,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT count(*) FROM teachers WHERE teacher_id NOT IN ( SELECT T1.teacher_id FROM students AS T1 JOIN achievements AS T2 ON T1.student_id  =  T2.student_id),SELECT count(DISTINCT T1.teacher_id) FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id WHERE T2.student_id NOT IN ( SELECT student_id FROM Achievements ),How many teachers have taught a student who has not won any achievements?,False,SELECT count(*) FROM teachers WHERE teacher_id NOT IN ( SELECT T1.teacher_id FROM students AS T1 JOIN achievements AS T2 ON T1.student_id  =  T2.student_id
472,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT count(*) FROM Ref_Achievement_Type AS t1 JOIN Achievements AS t2 ON t1.achievement_type_code  =  t2.achievement_type_code WHERE t1.achievement_type_code  =  ""Scholastic""",SELECT count(DISTINCT T1.teacher_id) FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id WHERE T2.student_id NOT IN ( SELECT student_id FROM Achievements ),Count the number of teachers who have taught students who have never won an achievement.,False,"SELECT count(*) FROM Ref_Achievement_Type AS t1 JOIN Achievements AS t2 ON t1.achievement_type_code  =  t2.achievement_type_code WHERE t1.achievement_type_code  =  ""Scholastic"""
473,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.date_of_transcript,  T1.transcript_details FROM Transcripts AS T1 JOIN Students AS T2 ON T1.student_id  =  T2.student_id","SELECT date_of_transcript ,  transcript_details FROM Transcripts",List the date of the transcripts and the transcript details.,True,"SELECT T1.date_of_transcript,  T1.transcript_details FROM Transcripts AS T1 JOIN Students AS T2 ON T1.student_id  =  T2.student_id"
474,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT date_of_transcript,  transcript_details FROM Transcripts","SELECT date_of_transcript ,  transcript_details FROM Transcripts",What are the date and detail of each transcript?,True,"SELECT date_of_transcript,  transcript_details FROM Transcripts"
475,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.achievement_type_code,  T1.achievement_details,  T1.date_achievement FROM Achievements AS T1","SELECT achievement_type_code ,  achievement_details ,  date_achievement FROM Achievements","List the achievement type code, achievement details and the date of the achievements.",True,"SELECT T1.achievement_type_code,  T1.achievement_details,  T1.date_achievement FROM Achievements AS T1"
476,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT achievement_type_code,  ? ,  date_achievement FROM Achievements","SELECT achievement_type_code ,  achievement_details ,  date_achievement FROM Achievements","What are the type code, details, and date of each achievement?",False,"SELECT achievement_type_code,  achievement_type_description,  date_achievement FROM Achievements"
477,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT datetime_detention_start,  datetime_detention_end FROM Detention","SELECT datetime_detention_start ,  datetime_detention_end FROM Detention",Show the detention start time and end time of the detentions.,True,"SELECT datetime_detention_start,  datetime_detention_end FROM Detention"
478,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT datetime_detention_start,  datetime_detention_end FROM Detention","SELECT datetime_detention_start ,  datetime_detention_end FROM Detention",What are the starting time and ending time of each detention record?,True,"SELECT datetime_detention_start,  datetime_detention_end FROM Detention"
479,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT student_details FROM Students WHERE student_details LIKE '%Suite%',SELECT bio_data FROM Students WHERE student_details LIKE '%Suite%',Show the biographical information of the students whose details include the substring 'Suite'.,False,SELECT student_details FROM Students WHERE student_details LIKE '%Suite%'
480,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.bio_data,  T1.student_details FROM Students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id WHERE T2.address_text LIKE '%Suite%'",SELECT bio_data FROM Students WHERE student_details LIKE '%Suite%',Which students have 'Suite' as a substring in their details? Give me their biographical information.,False,"SELECT T1.bio_data,  T1.student_details FROM Students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id WHERE T2.address_details LIKE '%Suite%'"
