,db_path,generated_sql,gold_sql,question,isCorrect
1439,spider_data/database/college_2/college_2.sqlite,SELECT T2.name FROM advisor AS T1 JOIN instructor AS T2 ON T1.i_ID = T2.id WHERE T1.s_id IN (SELECT id FROM student ORDER BY tot_cred DESC LIMIT 1),SELECT T2.name FROM advisor AS T1 JOIN instructor AS T2 ON T1.i_id  =  T2.id JOIN student AS T3 ON T1.s_id  =  T3.id ORDER BY T3.tot_cred DESC LIMIT 1,What is the name of the instructor who advises the student with the greatest number of total credits?,True
1440,spider_data/database/college_2/college_2.sqlite,SELECT name FROM instructor WHERE id NOT IN (SELECT id FROM teaches),SELECT name FROM instructor WHERE id NOT IN (SELECT id FROM teaches),Find the name of instructors who didn't teach any courses?,True
1441,spider_data/database/college_2/college_2.sqlite,SELECT name FROM instructor WHERE id NOT IN (SELECT id FROM teaches),SELECT name FROM instructor WHERE id NOT IN (SELECT id FROM teaches),What are the names of instructors who didn't teach?,True
1442,spider_data/database/college_2/college_2.sqlite,"SELECT id FROM instructor WHERE id NOT IN (SELECT id FROM teaches); ```
Execution failed on sql 'SELECT id FROM instructor WHERE id NOT IN (SELECT id FROM teaches); ```': You can only execute one statement at a time.",SELECT id FROM instructor EXCEPT SELECT id FROM teaches,Find the id of instructors who didn't teach any courses?,False
1443,spider_data/database/college_2/college_2.sqlite,SELECT ID FROM instructor WHERE ID NOT IN (SELECT ID FROM teaches),SELECT id FROM instructor EXCEPT SELECT id FROM teaches,What are the ids of instructors who didnt' teach?,True
1444,spider_data/database/college_2/college_2.sqlite,SELECT name FROM instructor WHERE id NOT IN (SELECT id FROM teaches WHERE semester = 'Spring');,SELECT name FROM instructor WHERE id NOT IN (SELECT id FROM teaches WHERE semester  =  'Spring'),Find the names of instructors who didn't each any courses in any Spring semester.,True
1445,spider_data/database/college_2/college_2.sqlite,SELECT name FROM instructor WHERE id NOT IN (SELECT id FROM teaches WHERE semester = 'Spring'),SELECT name FROM instructor WHERE id NOT IN (SELECT id FROM teaches WHERE semester  =  'Spring'),What are the names of instructors who didn't teach courses in the Spring?,True
1446,spider_data/database/college_2/college_2.sqlite,"SELECT dept_name FROM instructor WHERE title = 'professor' GROUP BY dept_name ORDER BY AVG(salary) DESC LIMIT 1
Execution failed on sql 'SELECT dept_name FROM instructor WHERE title = 'professor' GROUP BY dept_name ORDER BY AVG(salary) DESC LIMIT 1': no such column: title",SELECT dept_name FROM instructor GROUP BY dept_name ORDER BY avg(salary) DESC LIMIT 1,Find the name of the department which has the highest average salary of professors.,False
1447,spider_data/database/college_2/college_2.sqlite,SELECT dept_name FROM instructor GROUP BY dept_name ORDER BY AVG(salary) DESC LIMIT 1,SELECT dept_name FROM instructor GROUP BY dept_name ORDER BY avg(salary) DESC LIMIT 1,Which department has the highest average instructor salary?,True
1448,spider_data/database/college_2/college_2.sqlite,"SELECT COUNT(*) AS number_of_instructors, AVG(salary) AS average_salary FROM instructor WHERE dept_name = (SELECT dept_name FROM department ORDER BY budget DESC LIMIT 1)","SELECT avg(T1.salary) ,  count(*) FROM instructor AS T1 JOIN department AS T2 ON T1.dept_name  =  T2.dept_name ORDER BY T2.budget DESC LIMIT 1",Find the number and averaged salary of all instructors who are in the department with the highest budget.,False
1449,spider_data/database/college_2/college_2.sqlite,"<sql> SELECT COUNT(*) AS instructor_count, AVG(salary) AS average_salary FROM instructor WHERE dept_name = (     SELECT dept_name     FROM department     ORDER BY budget DESC     LIMIT 1 ) </sql>
Execution failed on sql '<sql> SELECT COUNT(*) AS instructor_count, AVG(salary) AS average_salary FROM instructor WHERE dept_name = (     SELECT dept_name     FROM department     ORDER BY budget DESC     LIMIT 1 ) </sql>': near ""<"": syntax error","SELECT avg(T1.salary) ,  count(*) FROM instructor AS T1 JOIN department AS T2 ON T1.dept_name  =  T2.dept_name ORDER BY T2.budget DESC LIMIT 1","How many instructors are in the department with the highest budget, and what is their average salary?",False
1450,spider_data/database/college_2/college_2.sqlite,"<sql> SELECT c.title, c.credits  FROM course c JOIN section s ON c.course_id = s.course_id WHERE s.room_number IN (     SELECT room_number      FROM classroom      ORDER BY capacity DESC      LIMIT 1 ) </sql>
Execution failed on sql '<sql> SELECT c.title, c.credits  FROM course c JOIN section s ON c.course_id = s.course_id WHERE s.room_number IN (     SELECT room_number      FROM classroom      ORDER BY capacity DESC      LIMIT 1 ) </sql>': near ""<"": syntax error","SELECT T3.title ,  T3.credits FROM classroom AS T1 JOIN SECTION AS T2 ON T1.building  =  T2.building AND T1.room_number  =  T2.room_number JOIN course AS T3 ON T2.course_id  =  T3.course_id WHERE T1.capacity  =  (SELECT max(capacity) FROM classroom)",What is the title and credits of the course that is taught in the largest classroom (with the highest capacity)?,False
1451,spider_data/database/college_2/college_2.sqlite,"SELECT title, credits FROM course WHERE (building, room_number) = (SELECT building, room_number FROM classroom ORDER BY capacity DESC LIMIT 1)
Execution failed on sql 'SELECT title, credits FROM course WHERE (building, room_number) = (SELECT building, room_number FROM classroom ORDER BY capacity DESC LIMIT 1)': no such column: building","SELECT T3.title ,  T3.credits FROM classroom AS T1 JOIN SECTION AS T2 ON T1.building  =  T2.building AND T1.room_number  =  T2.room_number JOIN course AS T3 ON T2.course_id  =  T3.course_id WHERE T1.capacity  =  (SELECT max(capacity) FROM classroom)",Give the title and credits for the course that is taught in the classroom with the greatest capacity.,False
1452,spider_data/database/college_2/college_2.sqlite,SELECT name FROM student WHERE id NOT IN (SELECT T1.id FROM takes AS T1 JOIN course AS T2 ON T1.course_id = T2.course_id WHERE T2.dept_name = 'Biology'),SELECT name FROM student WHERE id NOT IN (SELECT T1.id FROM takes AS T1 JOIN course AS T2 ON T1.course_id  =  T2.course_id WHERE T2.dept_name  =  'Biology'),Find the name of students who didn't take any course from Biology department.,True
1453,spider_data/database/college_2/college_2.sqlite,SELECT name FROM student WHERE id NOT IN (SELECT id FROM takes WHERE course_id = (SELECT course_id FROM course WHERE title = 'Biology')),SELECT name FROM student WHERE id NOT IN (SELECT T1.id FROM takes AS T1 JOIN course AS T2 ON T1.course_id  =  T2.course_id WHERE T2.dept_name  =  'Biology'),What are the names of students who haven't taken any Biology courses?,False
1454,spider_data/database/college_2/college_2.sqlite,"SELECT dept_name, COUNT(student.id) AS total_students, COUNT(instructor.id) AS total_instructors FROM student JOIN instructor ON student.dept_name = instructor.dept_name GROUP BY dept_name;
Execution failed on sql 'SELECT dept_name, COUNT(student.id) AS total_students, COUNT(instructor.id) AS total_instructors FROM student JOIN instructor ON student.dept_name = instructor.dept_name GROUP BY dept_name;': ambiguous column name: dept_name","SELECT count(DISTINCT T2.id) ,  count(DISTINCT T3.id) ,  T3.dept_name FROM department AS T1 JOIN student AS T2 ON T1.dept_name  =  T2.dept_name JOIN instructor AS T3 ON T1.dept_name  =  T3.dept_name GROUP BY T3.dept_name",Find the total number of students and total number of instructors for each department.,False
1455,spider_data/database/college_2/college_2.sqlite,"SELECT d.dept_name, COUNT(s.id) AS num_students, COUNT(i.id) AS num_instructors FROM department d LEFT JOIN student s ON d.dept_name = s.dept_name LEFT JOIN instructor i ON d.dept_name = i.dept_name GROUP BY d.dept_name; ```
Execution failed on sql 'SELECT d.dept_name, COUNT(s.id) AS num_students, COUNT(i.id) AS num_instructors FROM department d LEFT JOIN student s ON d.dept_name = s.dept_name LEFT JOIN instructor i ON d.dept_name = i.dept_name GROUP BY d.dept_name; ```': You can only execute one statement at a time.","SELECT count(DISTINCT T2.id) ,  count(DISTINCT T3.id) ,  T3.dept_name FROM department AS T1 JOIN student AS T2 ON T1.dept_name  =  T2.dept_name JOIN instructor AS T3 ON T1.dept_name  =  T3.dept_name GROUP BY T3.dept_name",How many students and instructors are in each department?,False
1456,spider_data/database/college_2/college_2.sqlite,SELECT student.name  FROM student  JOIN takes ON student.ID = takes.ID  WHERE takes.course_id IN (     SELECT prereq.prereq_id      FROM prereq      JOIN course ON prereq.course_id = course.course_id      WHERE course.title = 'International Finance' ),SELECT T1.name FROM student AS T1 JOIN takes AS T2 ON T1.id  =  T2.id WHERE T2.course_id IN (SELECT T4.prereq_id FROM course AS T3 JOIN prereq AS T4 ON T3.course_id  =  T4.course_id WHERE T3.title  =  'International Finance'),Find the name of students who have taken the prerequisite course of the course with title International Finance.,True
1457,spider_data/database/college_2/college_2.sqlite,"SELECT DISTINCT s.name FROM student s JOIN takes t ON s.ID = t.ID WHERE t.course_id IN (     SELECT course_id     FROM prereq     WHERE prereq_id IN (         SELECT course_id         FROM course         WHERE title = 'International Finance'     ) ); ```
Execution failed on sql 'SELECT DISTINCT s.name FROM student s JOIN takes t ON s.ID = t.ID WHERE t.course_id IN (     SELECT course_id     FROM prereq     WHERE prereq_id IN (         SELECT course_id         FROM course         WHERE title = 'International Finance'     ) ); ```': You can only execute one statement at a time.",SELECT T1.name FROM student AS T1 JOIN takes AS T2 ON T1.id  =  T2.id WHERE T2.course_id IN (SELECT T4.prereq_id FROM course AS T3 JOIN prereq AS T4 ON T3.course_id  =  T4.course_id WHERE T3.title  =  'International Finance'),What are the names of students who have taken the prerequisite for the course International Finance?,False
1458,spider_data/database/college_2/college_2.sqlite,"SELECT name, salary FROM instructor WHERE salary < (SELECT AVG(salary) FROM instructor WHERE dept_name = 'Physics'); ```
Execution failed on sql 'SELECT name, salary FROM instructor WHERE salary < (SELECT AVG(salary) FROM instructor WHERE dept_name = 'Physics'); ```': You can only execute one statement at a time.","SELECT name ,  salary FROM instructor WHERE salary  <  (SELECT avg(salary) FROM instructor WHERE dept_name  =  'Physics')",Find the name and salary of instructors whose salary is below the average salary of the instructors in the Physics department.,False
1459,spider_data/database/college_2/college_2.sqlite,"SELECT name, salary FROM instructor WHERE salary < (SELECT AVG(salary) FROM instructor WHERE dept_name = 'Physics')","SELECT name ,  salary FROM instructor WHERE salary  <  (SELECT avg(salary) FROM instructor WHERE dept_name  =  'Physics')",What are the names and salaries for instructors who earn less than the average salary of instructors in the Physics department?,True
1460,spider_data/database/college_2/college_2.sqlite,SELECT T2.name FROM takes AS T1 JOIN student AS T2 ON T1.id = T2.id WHERE T1.course_id IN (SELECT course_id FROM course WHERE dept_name = 'Statistics'),SELECT T3.name FROM course AS T1 JOIN takes AS T2 ON T1.course_id  =  T2.course_id JOIN student AS T3 ON T2.id  =  T3.id WHERE T1.dept_name  =  'Statistics',Find the name of students who took some course offered by Statistics department.,True
1461,spider_data/database/college_2/college_2.sqlite,SELECT student.name FROM student JOIN takes ON student.ID = takes.ID WHERE takes.course_id IN (SELECT course_id FROM course WHERE title = 'Statistics'),SELECT T3.name FROM course AS T1 JOIN takes AS T2 ON T1.course_id  =  T2.course_id JOIN student AS T3 ON T2.id  =  T3.id WHERE T1.dept_name  =  'Statistics',What are the names of students who have taken Statistics courses?,True
1462,spider_data/database/college_2/college_2.sqlite,"SELECT c.title, s.room_number, s.semester, s.year  FROM course AS c  JOIN teaches AS t ON c.course_id = t.course_id  JOIN section AS s ON t.sec_id = s.sec_id  WHERE c.dept_name = 'Psychology'  ORDER BY c.title;","SELECT T2.building ,  T2.room_number ,  T2.semester ,  T2.year FROM course AS T1 JOIN SECTION AS T2 ON T1.course_id  =  T2.course_id WHERE T1.dept_name  =  'Psychology' ORDER BY T1.title","Find the building, room number, semester and year of all courses offered by Psychology department sorted by course titles.",False
1463,spider_data/database/college_2/college_2.sqlite,"SELECT T2.building, T2.room_number, T4.semester , T4.year FROM course AS T1 JOIN section AS T2 ON T1.course_id  =  T2.course_id JOIN classroom AS T3 ON T2.building  =  T3.building AND T2.room_number  =  T3.room_number JOIN teaches AS T4 ON T4.course_id  =  T1.course_id WHERE T1.dept_name  =  'Psychology' ORDER BY T1.title","SELECT T2.building ,  T2.room_number ,  T2.semester ,  T2.year FROM course AS T1 JOIN SECTION AS T2 ON T1.course_id  =  T2.course_id WHERE T1.dept_name  =  'Psychology' ORDER BY T1.title","What are the building, room number, semester and year of courses in the Psychology department, sorted using course title?",False
1464,spider_data/database/college_2/college_2.sqlite,SELECT name FROM instructor WHERE dept_name = 'Computer Science',SELECT name FROM instructor WHERE dept_name  =  'Comp. Sci.',Find the names of all instructors in computer science department,True
1465,spider_data/database/college_2/college_2.sqlite,SELECT name FROM instructor WHERE dept_name = 'Comp. Sci.',SELECT name FROM instructor WHERE dept_name  =  'Comp. Sci.',What are the names of all instructors in the Comp. Sci. department?,True
1466,spider_data/database/college_2/college_2.sqlite,SELECT name FROM instructor WHERE dept_name = 'Comp. Sci.' AND salary > 80000;,SELECT name FROM instructor WHERE dept_name  =  'Comp. Sci.'  AND salary  >  80000,Find the names of all instructors in Comp. Sci. department with salary > 80000.,True
1467,spider_data/database/college_2/college_2.sqlite,SELECT name FROM instructor WHERE dept_name = 'Comp. Sci.' AND salary > 80000,SELECT name FROM instructor WHERE dept_name  =  'Comp. Sci.'  AND salary  >  80000,What are the names of the instructors in the Comp. Sci. department who earn more than 80000?,True
1468,spider_data/database/college_2/college_2.sqlite,"SELECT T2.name, T1.course_id FROM teaches AS T1 JOIN instructor AS T2 ON T1.ID = T2.ID; ```
Execution failed on sql 'SELECT T2.name, T1.course_id FROM teaches AS T1 JOIN instructor AS T2 ON T1.ID = T2.ID; ```': You can only execute one statement at a time.","SELECT name ,  course_id FROM instructor AS T1 JOIN teaches AS T2 ON T1.ID  =  T2.ID",Find the names of all instructors who have taught some course and the course_id.,False
1469,spider_data/database/college_2/college_2.sqlite,"SELECT i.name, t.course_id FROM instructor i JOIN teaches t ON i.ID = t.ID; ```
Execution failed on sql 'SELECT i.name, t.course_id FROM instructor i JOIN teaches t ON i.ID = t.ID; ```': You can only execute one statement at a time.","SELECT name ,  course_id FROM instructor AS T1 JOIN teaches AS T2 ON T1.ID  =  T2.ID","What are the names of all instructors who have taught a course, as well as the corresponding course id?",False
1470,spider_data/database/college_2/college_2.sqlite,"SELECT T2.name, T1.course_id FROM teaches AS T1 JOIN instructor AS T2 ON T1.id = T2.id WHERE T2.dept_name = 'Art' AND EXISTS (SELECT 1 FROM course AS T3 WHERE T3.course_id = T1.course_id);","SELECT name ,  course_id FROM instructor AS T1 JOIN teaches AS T2 ON T1.ID  =  T2.ID WHERE T1.dept_name  =  'Art'",Find the names of all instructors in the Art department who have taught some course and the course_id.,True
1471,spider_data/database/college_2/college_2.sqlite,"SELECT T2.name, T1.course_id FROM teaches AS T1 JOIN instructor AS T2 ON T1.id = T2.id WHERE T2.dept_name = 'Art'","SELECT name ,  course_id FROM instructor AS T1 JOIN teaches AS T2 ON T1.ID  =  T2.ID WHERE T1.dept_name  =  'Art'","What are the names of Art instructors who have taught a course, and the corresponding course id?",True
1472,spider_data/database/college_2/college_2.sqlite,SELECT name FROM instructor WHERE name LIKE '%dar%',SELECT name FROM instructor WHERE name LIKE '%dar%',Find the names of all instructors whose name includes the substring “dar”.,True
1473,spider_data/database/college_2/college_2.sqlite,"SELECT name FROM instructor WHERE name LIKE '%dar%'; ```
Execution failed on sql 'SELECT name FROM instructor WHERE name LIKE '%dar%'; ```': You can only execute one statement at a time.",SELECT name FROM instructor WHERE name LIKE '%dar%',"What are the names of all instructors with names that include ""dar""?",False
1474,spider_data/database/college_2/college_2.sqlite,SELECT DISTINCT name FROM instructor ORDER BY name;,SELECT DISTINCT name FROM  instructor ORDER BY name,List in alphabetic order the names of all distinct instructors.,True
1475,spider_data/database/college_2/college_2.sqlite,SELECT DISTINCT name FROM instructor ORDER BY name,SELECT DISTINCT name FROM  instructor ORDER BY name,"List the distinct names of the instructors, ordered by name.",True
1476,spider_data/database/college_2/college_2.sqlite,SELECT title FROM course WHERE course_id IN (SELECT course_id FROM section WHERE semester = 'Fall' AND YEAR = 2009) OR course_id IN (SELECT course_id FROM section WHERE semester = 'Spring' AND YEAR = 2010),SELECT course_id FROM SECTION WHERE semester  =  'Fall' AND YEAR  =  2009 UNION SELECT course_id FROM SECTION WHERE semester  =  'Spring' AND YEAR  =  2010,Find courses that ran in Fall 2009 or in Spring 2010.,False
1477,spider_data/database/college_2/college_2.sqlite,SELECT course_id FROM SECTION WHERE semester = 'Fall' AND YEAR = 2009 UNION SELECT course_id FROM SECTION WHERE semester = 'Spring' AND YEAR = 2010,SELECT course_id FROM SECTION WHERE semester  =  'Fall' AND YEAR  =  2009 UNION SELECT course_id FROM SECTION WHERE semester  =  'Spring' AND YEAR  =  2010,What are the ids for courses in the Fall of 2009 or the Spring of 2010?,True
1478,spider_data/database/college_2/college_2.sqlite,SELECT title FROM course WHERE course_id IN (SELECT course_id FROM section WHERE semester = 'Fall' AND YEAR = 2009) INTERSECT SELECT title FROM course WHERE course_id IN (SELECT course_id FROM section WHERE semester = 'Spring' AND YEAR = 2010),SELECT course_id FROM SECTION WHERE semester  =  'Fall' AND YEAR  =  2009 INTERSECT SELECT course_id FROM SECTION WHERE semester  =  'Spring' AND YEAR  =  2010,Find courses that ran in Fall 2009 and in Spring 2010.,True
1479,spider_data/database/college_2/college_2.sqlite,SELECT course_id FROM SECTION WHERE semester = 'Fall' AND YEAR = 2009 INTERSECT SELECT course_id FROM SECTION WHERE semester = 'Spring' AND YEAR = 2010;,SELECT course_id FROM SECTION WHERE semester  =  'Fall' AND YEAR  =  2009 INTERSECT SELECT course_id FROM SECTION WHERE semester  =  'Spring' AND YEAR  =  2010,What are the ids for courses that were offered in both Fall of 2009 and Spring of 2010?,True
1480,spider_data/database/college_2/college_2.sqlite,SELECT title FROM course WHERE course_id IN (SELECT course_id FROM section WHERE semester = 'Fall' AND YEAR = 2009) EXCEPT SELECT title FROM course WHERE course_id IN (SELECT course_id FROM section WHERE semester = 'Spring' AND YEAR = 2010);,SELECT course_id FROM SECTION WHERE semester  =  'Fall' AND YEAR  =  2009 EXCEPT SELECT course_id FROM SECTION WHERE semester  =  'Spring' AND YEAR  =  2010,Find courses that ran in Fall 2009 but not in Spring 2010.,False
1481,spider_data/database/college_2/college_2.sqlite,SELECT course_id FROM SECTION WHERE semester = 'Fall' AND YEAR = 2009 EXCEPT SELECT course_id FROM SECTION WHERE semester = 'Spring' AND YEAR = 2010,SELECT course_id FROM SECTION WHERE semester  =  'Fall' AND YEAR  =  2009 EXCEPT SELECT course_id FROM SECTION WHERE semester  =  'Spring' AND YEAR  =  2010,What are the ids of courses offered in Fall of 2009 but not in Spring of 2010?,True
1482,spider_data/database/college_2/college_2.sqlite,SELECT DISTINCT salary FROM instructor WHERE salary < (SELECT MAX(salary) FROM instructor),SELECT DISTINCT salary FROM instructor WHERE salary  <  (SELECT max(salary) FROM instructor),Find the salaries of all distinct instructors that are less than the largest salary.,True
1483,spider_data/database/college_2/college_2.sqlite,SELECT DISTINCT salary FROM instructor WHERE salary < (SELECT MAX(salary) FROM instructor),SELECT DISTINCT salary FROM instructor WHERE salary  <  (SELECT max(salary) FROM instructor),What are the distinct salaries of all instructors who earned less than the maximum salary?,True
1484,spider_data/database/college_2/college_2.sqlite,SELECT COUNT(DISTINCT ID) FROM teaches WHERE semester = 'Spring' AND YEAR = 2010,SELECT COUNT (DISTINCT ID) FROM teaches WHERE semester  =  'Spring' AND YEAR  =  2010,Find the total number of instructors who teach a course in the Spring 2010 semester.,True
1485,spider_data/database/college_2/college_2.sqlite,SELECT COUNT(DISTINCT ID) FROM teaches WHERE semester = 'Spring' AND YEAR = 2010;,SELECT COUNT (DISTINCT ID) FROM teaches WHERE semester  =  'Spring' AND YEAR  =  2010,How many instructors teach a course in the Spring of 2010?,True
1486,spider_data/database/college_2/college_2.sqlite,"SELECT dept_name, AVG(salary) AS avg_salary FROM instructor GROUP BY dept_name HAVING AVG(salary) > 42000;","SELECT dept_name ,  AVG (salary) FROM instructor GROUP BY dept_name HAVING AVG (salary)  >  42000",Find the names and average salaries of all departments whose average salary is greater than 42000.,True
1487,spider_data/database/college_2/college_2.sqlite,"SELECT dept_name, AVG(salary) AS avg_salary FROM instructor GROUP BY dept_name HAVING AVG(salary) > 42000;","SELECT dept_name ,  AVG (salary) FROM instructor GROUP BY dept_name HAVING AVG (salary)  >  42000",What are the names and average salaries for departments with average salary higher than 42000?,True
1488,spider_data/database/college_2/college_2.sqlite,"SELECT name  FROM instructor WHERE salary > (SELECT MIN(salary) FROM instructor WHERE dept_name = 'Biology'); ```
Execution failed on sql 'SELECT name  FROM instructor WHERE salary > (SELECT MIN(salary) FROM instructor WHERE dept_name = 'Biology'); ```': You can only execute one statement at a time.",SELECT name FROM instructor WHERE salary  >  (SELECT min(salary) FROM instructor WHERE dept_name  =  'Biology'),Find names of instructors with salary greater than that of some (at least one) instructor in the Biology department.,False
1489,spider_data/database/college_2/college_2.sqlite,SELECT name FROM instructor WHERE salary > (SELECT MIN(salary) FROM instructor WHERE dept_name = 'Biology'),SELECT name FROM instructor WHERE salary  >  (SELECT min(salary) FROM instructor WHERE dept_name  =  'Biology'),What are the names of instructors who earn more than at least one instructor from the Biology department?,True
1490,spider_data/database/college_2/college_2.sqlite,SELECT name FROM instructor WHERE salary > (SELECT MAX(salary) FROM instructor WHERE dept_name = 'Biology'),SELECT name FROM instructor WHERE salary  >  (SELECT max(salary) FROM instructor WHERE dept_name  =  'Biology'),Find the names of all instructors whose salary is greater than the salary of all instructors in the Biology department.,True
1491,spider_data/database/college_2/college_2.sqlite,SELECT name FROM instructor WHERE salary > (SELECT MAX(salary) FROM instructor WHERE dept_name = 'Biology'),SELECT name FROM instructor WHERE salary  >  (SELECT max(salary) FROM instructor WHERE dept_name  =  'Biology'),What are the names of all instructors with a higher salary than any of the instructors in the Biology department?,True
1492,spider_data/database/debate/debate.sqlite,SELECT COUNT(*) FROM debate,SELECT count(*) FROM debate,How many debates are there?,True
1493,spider_data/database/debate/debate.sqlite,SELECT Venue FROM debate ORDER BY Num_of_Audience ASC;,SELECT Venue FROM debate ORDER BY Num_of_Audience ASC,List the venues of debates in ascending order of the number of audience.,True
1494,spider_data/database/debate/debate.sqlite,"SELECT Date, Venue FROM debate;","SELECT Date ,  Venue FROM debate",What are the date and venue of each debate?,True
1495,spider_data/database/debate/debate.sqlite,SELECT Date FROM debate WHERE Num_of_Audience > 150,SELECT Date FROM debate WHERE Num_of_Audience  >  150,List the dates of debates with number of audience bigger than 150,True
1496,spider_data/database/debate/debate.sqlite,"<sql> SELECT Name  FROM people  WHERE Age = 35 OR Age = 36; </sql>
Execution failed on sql '<sql> SELECT Name  FROM people  WHERE Age = 35 OR Age = 36; </sql>': near ""<"": syntax error",SELECT Name FROM  people WHERE Age  =  35 OR Age  =  36,Show the names of people aged either 35 or 36.,False
1497,spider_data/database/debate/debate.sqlite,SELECT Party FROM people ORDER BY Age ASC LIMIT 1,SELECT Party FROM people ORDER BY Age ASC LIMIT 1,What is the party of the youngest people?,True
1498,spider_data/database/debate/debate.sqlite,"SELECT Party, COUNT(*) as Number_of_People FROM people GROUP BY Party;","SELECT Party ,  COUNT(*) FROM people GROUP BY Party",Show different parties of people along with the number of people in each party.,True
1499,spider_data/database/debate/debate.sqlite,SELECT Party FROM people GROUP BY Party ORDER BY COUNT(*) DESC LIMIT 1,SELECT Party FROM people GROUP BY Party ORDER BY COUNT(*) DESC LIMIT 1,Show the party that has the most people.,True
1500,spider_data/database/debate/debate.sqlite,SELECT DISTINCT Venue FROM debate;,SELECT DISTINCT Venue FROM debate,Show the distinct venues of debates,True
1501,spider_data/database/debate/debate.sqlite,"SELECT p.Name, d.Date, d.Venue FROM people p JOIN debate_people dp ON p.People_ID = dp.Affirmative JOIN debate d ON dp.Debate_ID = d.Debate_ID WHERE dp.Affirmative IS NOT NULL;","SELECT T3.Name ,  T2.Date ,  T2.Venue FROM debate_people AS T1 JOIN debate AS T2 ON T1.Debate_ID  =  T2.Debate_ID JOIN people AS T3 ON T1.Affirmative  =  T3.People_ID","Show the names of people, and dates and venues of debates they are on the affirmative side.",True
1502,spider_data/database/debate/debate.sqlite,"SELECT p.Name, d.Date, d.Venue FROM people p JOIN debate_people dp ON p.People_ID = dp.Negative JOIN debate d ON dp.Debate_ID = d.Debate_ID ORDER BY p.Name ASC;","SELECT T3.Name ,  T2.Date ,  T2.Venue FROM debate_people AS T1 JOIN debate AS T2 ON T1.Debate_ID  =  T2.Debate_ID JOIN people AS T3 ON T1.Negative  =  T3.People_ID ORDER BY T3.Name ASC","Show the names of people, and dates and venues of debates they are on the negative side, ordered in ascending alphabetical order of name.",True
1503,spider_data/database/debate/debate.sqlite,SELECT p.Name FROM people p JOIN debate_people dp ON p.People_ID = dp.Affirmative JOIN debate d ON dp.Debate_ID = d.Debate_ID WHERE d.Num_of_Audience > 200;,SELECT T3.Name FROM debate_people AS T1 JOIN debate AS T2 ON T1.Debate_ID  =  T2.Debate_ID JOIN people AS T3 ON T1.Affirmative  =  T3.People_ID WHERE T2.Num_of_Audience  >  200,Show the names of people that are on affirmative side of debates with number of audience bigger than 200.,True
1504,spider_data/database/debate/debate.sqlite,"<sql> SELECT p.Name, SUM(dp.If_Affirmative_Win = 'T') AS Affirmative_Count  FROM people p  JOIN debate_people dp ON p.People_ID = dp.Affirmative  GROUP BY p.Name </sql>
Execution failed on sql '<sql> SELECT p.Name, SUM(dp.If_Affirmative_Win = 'T') AS Affirmative_Count  FROM people p  JOIN debate_people dp ON p.People_ID = dp.Affirmative  GROUP BY p.Name </sql>': near ""<"": syntax error","SELECT T2.Name ,  COUNT(*) FROM debate_people AS T1 JOIN people AS T2 ON T1.Affirmative  =  T2.People_ID GROUP BY T2.Name",Show the names of people and the number of times they have been on the affirmative side of debates.,False
1505,spider_data/database/debate/debate.sqlite,"SELECT p.Name FROM people AS p JOIN debate_people AS dp ON p.People_ID = dp.Negative GROUP BY p.Name HAVING COUNT(dp.Debate_ID) >= 2; ```
Execution failed on sql 'SELECT p.Name FROM people AS p JOIN debate_people AS dp ON p.People_ID = dp.Negative GROUP BY p.Name HAVING COUNT(dp.Debate_ID) >= 2; ```': You can only execute one statement at a time.",SELECT T2.Name FROM debate_people AS T1 JOIN people AS T2 ON T1.Negative  =  T2.People_ID GROUP BY T2.Name HAVING COUNT(*)  >=  2,Show the names of people who have been on the negative side of debates at least twice.,False
1506,spider_data/database/debate/debate.sqlite,SELECT Name FROM people WHERE People_ID NOT IN (SELECT Affirmative FROM debate_people),SELECT Name FROM people WHERE People_id NOT IN (SELECT Affirmative FROM debate_people),List the names of people that have not been on the affirmative side of debates.,True
1507,spider_data/database/insurance_and_eClaims/insurance_and_eClaims.sqlite,SELECT Customer_Details FROM Customers ORDER BY Customer_Details ASC;,SELECT customer_details FROM customers ORDER BY customer_details,List the names of all the customers in alphabetical order.,True
1508,spider_data/database/insurance_and_eClaims/insurance_and_eClaims.sqlite,SELECT Customer_Details FROM Customers ORDER BY Customer_Details ASC;,SELECT customer_details FROM customers ORDER BY customer_details,Sort the customer names in alphabetical order.,True
1509,spider_data/database/insurance_and_eClaims/insurance_and_eClaims.sqlite,SELECT DISTINCT p.Policy_Type_Code FROM Customers c JOIN Policies p ON c.Customer_ID = p.Customer_ID WHERE c.Customer_Details = 'Dayana Robel';,"SELECT policy_type_code FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t2.customer_details  =  ""Dayana Robel""","Find all the policy type codes associated with the customer ""Dayana Robel""",True
1510,spider_data/database/insurance_and_eClaims/insurance_and_eClaims.sqlite,SELECT P.Policy_Type_Code FROM Policies AS P JOIN Customers AS C ON P.Customer_ID = C.Customer_ID WHERE C.Customer_Details = 'Dayana Robel',"SELECT policy_type_code FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t2.customer_details  =  ""Dayana Robel""","What are the type codes of the policies used by the customer ""Dayana Robel""?",True
